"","stats.usersrated","stats.numweights","stats.owned","details.name","stats.average","stats.averageweight","details.yearpublished"
"20212",10,2,38,"Check Your 6! Air War Korea",7.55,2.5,2010
"20213",1226,99,2512,"Axis & Allies Europe 1940",7.5418,3.3939,2010
"20214",3,1,2,"So You Want to be a Rockstar",6.33333,2,1985
"20215",206,14,1027,"Warhammer: Invasion – The Deathmaster's Dance",7.35291,2.4286,2010
"20216",8,3,31,"Roman Seas",5.375,2.6667,2009
"20217",18,1,27,"These Gö To 11",4.4,1,2009
"20218",6,1,21,"Check Your 6! Days Of Glory",7.33333,3,2010
"20219",12,1,20,"The Master of the Merchant in the Sakai",5.66667,3,2009
"20220",2,1,2,"SFIRS",4.55,4,2008
"20221",219,18,1039,"Call of Cthulhu: The Card Game – Secrets of Arkham",7.37397,2.8889,2010
"20222",5,1,8,"3-high",6,2,2009
"20223",2,1,6,"Albiorix",3.5,3,2008
"20224",135,4,396,"Disney Apples to Apples",5.82504,1,2009
"20225",1,1,2,"Where do I live?",4,1,2008
"20226",46,2,208,"Quelf Card Game",4.94565,1.5,2009
"20227",5,1,10,"Det Store Spil om København",6.4,1,2009
"20228",16,5,111,"Bull Run 1861",6.90625,1.8,2009
"20229",242,22,592,"Carson City: The Indian",7.33698,2.7273,2009
"20230",1,1,6,"Das Bibel-Quiz",6,2,1988
"20231",43,5,152,"Deluges",6.12209,3,2010
"20232",6,3,21,"Warehouse Elves",6.5,1.3333,2008
"20233",18,1,29,"Heilaspuni",6.77778,2,2009
"20234",5,1,17,"Monopoly: Premier 70th Anniversary Edition",6,2,2005
"20235",243,40,578,"Río de la Plata",6.43251,3.725,2010
"20236",25,2,35,"Hot Cocot'",5.17118,1,2008
"20237",20,2,46,"Agil'Up",5.88,1,2008
"20238",9,2,39,"The Fantastic Forest",5.44444,1,2009
"20239",17,2,29,"Celtic!",6.41471,2,2009
"20240",7,1,29,"bOOLeO N-Edition",6.21429,2,2009
"20241",3,2,7,"Op en neer",4.5,1,1981
"20242",1,2,7,"Conquest, the card game",6.5,3,2009
"20243",4,1,1,"The Last Straw!: A Board Game on the Social Determinants of Health",3.5,1,2004
"20244",105,14,176,"Circus Train (First Edition)",7.00905,2.7857,2010
"20245",7,2,16,"Monopoly: Suomi",4.71429,2.5,2008
"20246",1,1,3,"Starfis",7,1,2009
"20247",7,2,19,"Turkey Day",6.42857,1,2009
"20248",92,23,291,"Aspern-Essling 1809",7.93207,2.7826,2009
"20249",12918,1199,13720,"Dominant Species",7.86573,4.0275,2010
"20250",1790,187,2644,"Urban Sprawl",6.78389,3.3209,2011
"20251",1805,209,3340,"Commands & Colors: Napoleonics",7.96732,2.7177,2010
"20252",250,48,792,"Infidel",7.41508,2.8958,2011
"20253",123,28,450,"Iron and Oak",6.89431,2.5357,2013
"20254",3171,372,6346,"Labyrinth: The War on Terror, 2001 – ?",7.58423,3.5323,2010
"20255",9,1,25,"Universal Fighting System: Soul Calibur IV",6.76222,4,2009
"20256",2,1,4,"Quest for the Orb",5.5,1,2004
"20257",1,1,4,"Catfish Bend Storybook Game",5,1,1978
"20258",1,1,1,"Food Wars",6,1,2009
"20259",34,5,141,"Fatal Alliances: The Great War",8.39706,4,2016
"20260",3,1,31,"Visual Brainstorms 2",6.33333,3,1997
"20261",169,2,1010,"Descent / Runebound / Runewars Figure: Nara The Fang",7.28521,2.5,2009
"20262",143,4,813,"Descent / Runebound / Runewars Figure: Tobin Farslayer",7.49846,1.75,2009
"20263",138,2,852,"Descent / Runebound / Runewars Figure: Jonas the Kind",7.44203,1,2009
"20264",3,1,3,"The Greatest Gift",5.66667,4,2003
"20265",230,26,460,"Cornucopia",5.86709,1.4615,2010
"20266",24,5,79,"Tomb Raider: Underworld",6.38,2.2,2009
"20267",127,2,776,"Descent / Runebound / Runewars Figure: Truthseer Kel",7.63386,1,2009
"20268",7,1,19,"Cthulinária",6.85714,2,2009
"20269",38,5,54,"Lorrein",6.04342,2.4,2011
"20270",9,1,29,"Munchkin Sherpa",3.44444,1,2009
"20271",21,4,52,"Argosy",6.55238,2,2007
"20272",26,2,36,"Pokémon TCG: Rumble",5.71923,1,2009
"20273",3,1,4,"Kugelmugel",6.33333,1,1988
"20274",7,1,18,"Staccabees",6.1,1,2009
"20275",7,2,7,"Nothing Beats a Large",4.85714,1.5,2009
"20276",61,4,148,"Mâamut",5.11475,1.25,2009
"20277",21,3,78,"Rolit Travel",5.42857,2,2008
"20278",4,1,19,"Mister X",6.5,2,1988
"20279",20,2,48,"Schätzen Sie mal! Reich & Schön",6.45,1,2009
"20280",5,3,10,"Welt der Bücher",4.6,1.3333,2009
"20281",2,1,4,"The Antiques Challenge",6,3,1998
"20282",6,2,15,"Puck Attax",4.16667,2,2009
"20283",24,1,27,"Gelini Nightlife",5.83333,2,2009
"20284",47,1,44,"Undercover in Europa",5,2,2009
"20285",59,10,108,"Viewpoint",5.92644,1.5,2009
"20286",11,2,49,"Passe-moi un sapin",5.01818,1,2009
"20287",21,2,53,"Spam The Dice Game",3.57143,1,2008
"20288",1,2,4,"Big Brother Uncut",5,1,2001
"20289",9,1,40,"SuperSystem (3rd Edition)",7.72222,3,2009
"20290",257,8,722,"Funglish",5.65755,1.25,2009
"20291",3,1,12,"Ausgerechnet Willingen",6.5,1,2009
"20292",5,1,20,"Ab die Post!",6.4,1,1987
"20293",10,1,49,"Field of Glory Companion 13: Lost Scrolls",7,3,2010
"20294",4,4,7,"Universo",5.625,1.5,2009
"20295",2,1,16,"Operation Saar: The French First Strike (Europa Battle Scenario #5)",6.5,4,1993
"20296",140,11,225,"Jump Gate",6.34489,2.2727,2010
"20297",24,2,66,"Two Bridges",5.1875,1,2008
"20298",108,6,168,"Tumblin-Dice Medium",7.18315,1,2008
"20299",3,2,3,"Dragon Keeper",2.66667,1,2009
"20300",3,1,5,"Takeover",4.33333,3,2009
"20301",2,1,1,"Fishing Tournament",4.5,1,2009
"20302",938,58,1718,"JAB: Realtime Boxing",6.3387,1.7759,2011
"20303",41,7,55,"Humpty Dumpty's Wall Game",5.3439,1,2009
"20304",14,1,179,"Mecanisburgo Expansion 1: Moon and Ceres",7.05714,2,2009
"20305",27,5,43,"Drakar och Demoner: Brädspelet",4.33333,2.4,2009
"20306",11835,716,21681,"Zombie Dice",6.23942,1.1103,2010
"20307",95,14,516,"None But Heroes",8.10526,3.7143,2011
"20308",163,15,613,"Last Night on Earth 'Radioactive Grave Dead' Supplement",7.46779,2.0667,2009
"20309",12,5,51,"Poor Bloody Infantry",6.5,1.6,2009
"20310",170,27,439,"The Barbarossa Campaign",7.90382,2.9259,2010
"20311",69,11,111,"Alchemicus",6.20072,2.1818,2009
"20312",4,3,11,"6 richtige",3.555,1,2005
"20313",2,1,1,"Schlumperwald",5,3,1987
"20314",3,1,9,"Shogun: Takeda Kawanakajima 1553-1564",6.66667,4,2006
"20315",2,1,5,"Quick Six",7,2,2009
"20316",64,8,125,"Patrol: Lost!",6.95937,1.75,2009
"20317",44,10,184,"Blood and Jungle",8.79545,3.9,2010
"20318",19,1,29,"Mapominoes: Asia & Australasia",6.26316,1,2008
"20319",13,1,26,"Mapominoes: Africa",6.61538,2,2009
"20320",3,1,4,"18OH",7.66667,5,2010
"20321",234,34,644,"Leviathans",7.1344,2.9412,2012
"20322",11,1,132,"Mecanisburgo Expansion 2: Mutants on Mars",6.63636,2,2010
"20323",64,5,167,"Zombie Ninja Pirates",6.0125,1.2,2010
"20324",7,2,9,"Mega Mindy: De ontsnapte boef",5.92857,1,2009
"20325",19,4,23,"Kingdoms: The Wizard",6.53947,1.75,2005
"20326",461,31,767,"Space Hulk (second edition)",7.49731,2.6452,1996
"20327",29,3,172,"Munchkin Quest Gold Piece",6.72414,2.3333,2008
"20328",8,1,20,"Crusade and Conquer",7.375,4,2009
"20329",51,8,87,"Corporation",7.0451,2.75,2009
"20330",687,67,829,"Undermining",6.46964,1.8657,2011
"20331",4,1,9,"Cold War Rummy",6.175,2,2009
"20332",5,1,17,"Yin & Yang",5.8,1,2006
"20333",165,38,175,"1817",8.70848,4.7368,2010
"20334",9,2,23,"Top 40 Party Editie",5.61111,1,2007
"20335",41,6,270,"Munchkin Quest Promo Coaster 1",6.5561,2.1667,2008
"20336",442,24,1015,"Three-Dragon Ante: Emperor's Gambit",6.68303,1.7917,2010
"20337",1912,105,4301,"Thunderstone: Wrath of the Elements",7.56203,2.6571,2010
"20338",27,2,38,"Evolution Earth: Cataclysm",6.23889,3,2009
"20339",10,1,57,"Scabs `N` Guts",5.25,1,2009
"20340",3,1,8,"Chip In",4,1,1988
"20341",2,1,2,"Syzygy Four",6.5,2,2009
"20342",2,1,2,"Dangermouse Saves the World",3.5,1,1982
"20343",2,1,10,"Wine Teasers",6.5,1,2005
"20344",5983,379,9779,"Spot it!",6.74622,1.0369,2009
"20345",1,1,2,"Robin Hood",5,1,1978
"20346",13,1,45,"Killer Bunnies Nu Series Cards",5.84615,1,2008
"20347",1,1,3,"Quer Durch Deutschland",4,1,2006
"20348",22,1,22,"Tix",7.00909,2,2009
"20349",19,3,40,"Livestock Market: the Card Game",7.07895,1.6667,2009
"20350",3,1,10,"Singularity",6,2,2009
"20351",10,1,51,"World in Flames: 93 Annual",7.35,3,1993
"20352",31,1,107,"The Twilight Saga: New Moon – The Movie Board Game",2.63871,1,2009
"20353",161,15,538,"Anima: The Twilight of the Gods",6.61447,1.9333,2009
"20354",307,36,504,"Chocolatl",6.39531,2.0556,2010
"20355",1,2,3,"Piet Piraat: 't gevaarlijke oerwoud",4,1,2009
"20356",3,2,3,"Lunar Markets",7,2.5,2009
"20357",2,2,5,"Wroniec",2,1,2009
"20358",27,3,57,"Tantrix Gobble",6.84111,1,2009
"20359",1,1,1,"Farmasum",7,1,2009
"20360",15,1,20,"Aisopos",5.38667,1,2005
"20361",35,3,117,"Dilbert: Escape from Cubeville",5.2,1.3333,2009
"20362",16,1,88,"BattleTech Tactical Handbook",6.9375,4,1994
"20363",37,1,163,"BattleTech Technical Readout: 3055",7.40541,4,1992
"20364",52,1,231,"BattleTech Technical Readout: 3050",7.26923,4,1990
"20365",12,4,12,"Renown",5.33333,1.5,2009
"20366",20,2,49,"Cariboo Island",6.1625,1.5,2008
"20367",70,6,145,"BANG! Claus ""The Saint""",6.23,1.6667,2007
"20368",13,3,29,"Third World General",5.70769,1.6667,2009
"20369",3,1,3,"Abstrac",6.75,2,2009
"20370",5,1,16,"Dungeon Sprint",6.6,2,2002
"20371",2,1,2,"VETO",7,2,2009
"20372",605,40,1241,"Lupus in Tabula",6.4817,1.2,2001
"20373",1381,148,3427,"Horus Heresy",7.10147,3.723,2010
"20374",6,2,14,"Die drei ???: Das verfluchte Schloss",5.41667,3,2009
"20375",18,4,66,"Katzbach 20",7.625,1.75,2009
"20376",6,1,11,"Hammerin' Iron 2",6.66667,2,1999
"20377",88,2,295,"We Didn't Playtest This at All: Dice are Fun",5.83068,1,2009
"20378",12,1,5,"Kelgukoerad",2.5,2,2009
"20379",1,1,2,"Slides of Action",5,3,2003
"20380",17,2,25,"Hockey sur Table",6.29412,1,2009
"20381",20,5,24,"Metal Mania Alias",5.45,1,2009
"20382",1,1,4,"Lattjo på tippen",5,1,2009
"20383",2,1,6,"Gorgon",5.25,4,2001
"20384",2,1,7,"Solo Play: Colonizators of Q'tan",3.75,2,2009
"20385",6718,405,8842,"The Manhattan Project",7.49207,2.9654,2012
"20386",647,70,935,"Jerusalem",6.78983,2.9286,2010
"20387",10,4,33,"Symbol",7.3,3,2010
"20388",16,2,47,"Yengo",6.9375,2,2009
"20389",5,2,11,"Pro Football Franchise",7.5,3,2009
"20390",4,2,33,"Infantry Attacks: The Chihuahua Incident, 1916",6.6,2.5,2009
"20391",4,1,7,"Sports Marbles",6,1,2006
"20392",2,2,2,"Das Traumschiff",4.5,1,2009
"20393",1078,101,1522,"11 nimmt!",6.27933,1.2277,2010
"20394",2,1,5,"Junior Painter",5.5,1,1989
"20395",25,1,55,"Silk Road Maker",6.438,1,2009
"20396",8,1,17,"Alias Matkapeli",5.75,3,2009
"20397",23,5,57,"Open Rails Origins",6.63043,3,2009
"20398",2,1,6,"Knobelschatz",3.5,1,1990
"20399",1,1,7,"Love Affairs",3,2,1990
"20400",2,1,3,"Mäh & Muh und Schabadu",6.5,1,1990
"20401",971,85,1610,"Hotel Samoa",6.30195,2.0824,2010
"20402",242,35,328,"The World Cup Card Game 2010",6.30661,1.6,2010
"20403",203,34,714,"Mr. Madison's War: The Incredible War of 1812",7.50123,2.6471,2012
"20404",1445,114,2322,"Seeland",6.9598,2.3246,2010
"20405",4,3,2,"123 Rooster's Off to See the World Game",3.75,1,2009
"20406",4,1,3,"Trilithon",6.75,4,1999
"20407",120,6,265,"Word on the Street Junior",6.84192,1.1667,2010
"20408",66,7,118,"Shake 'n Take",5.96515,1,2011
"20409",709,42,2178,"Warhammer: Invasion – Assault on Ulthuan",7.61859,2.6429,2010
"20410",14,4,39,"ShenShi",7.32143,3.5,2009
"20411",6,2,21,"Road to Sekigahara",6.66667,1,2009
"20412",4,1,11,"The Wizard of Oz: The Game",4.75,2,2009
"20413",19,3,40,"Kampf der Magier",5.55263,1,2008
"20414",6,1,20,"Bethump'd with Words: Voyager Edition",6.16667,2,2001
"20415",34,6,264,"VCS Salerno",7.45735,3,2015
"20416",5,1,31,"Agoniste",6.4,2,2010
"20417",157,15,219,"Irondale",5.94586,2.3333,2010
"20418",13,3,46,"Wax",6.46154,2.6667,2010
"20419",10,1,34,"Infunitum",6.8,1,2009
"20420",2,1,6,"Animal Planet Dino Dice",6,1,2008
"20421",34,3,88,"Warhammer 40,000 Expansion: Battle Missions",6.24412,3.3333,2010
"20422",27,1,120,"A las Barricadas! (2nd Edition)",7.86889,3,2015
"20423",84,7,715,"Zooloretto: Christmas Tree",6.42561,1.8571,2009
"20424",10890,745,13938,"Innovation",7.26191,2.7128,2010
"20425",229,25,559,"Shave a Sheep",5.46131,1.04,2010
"20426",69,5,210,"Magma Monster",5.39275,1.2,2010
"20427",130,10,330,"Pirate Plank",5.43269,1.1,2010
"20428",3,1,2,"Chwech",7.06667,2,1977
"20429",47,3,396,"Call of Cthulhu: The Card Game – Journey to Unknown Kadath Asylum Pack",7.14043,2.6667,2010
"20430",89,12,432,"Operation Jubilee: Dieppe, August 1942",7.12753,2.9167,2010
"20431",20,3,27,"Fishalo!",5.71,1,2009
"20432",53,11,94,"Lasalle",7.3434,2.6364,2009
"20433",8,1,64,"Deadly Waters: The Gibraltar Run 1941-1942",7.8125,3,2010
"20434",16,1,67,"Greedy Kingdoms Expansion Set: Treasure",7,1,2009
"20435",436,41,419,"Level X",6.3758,1.1463,2010
"20436",6,1,12,"AE-WWII: The Occult Expansion",7.08333,4,2009
"20437",6,2,32,"Pacific Islands Campaign: Guam",7.66667,2.5,2010
"20438",6,2,28,"Pacific Islands Campaign: Saipan/Tinian",6.95,2.5,2013
"20439",18,2,120,"Warhammer 40,000 Imperial Armour Sourcebooks",7.52778,2.5,2000
"20440",8,2,6,"Viinipeli",4.1875,1,2009
"20441",35,4,76,"Life's a Pitch",5.65143,2,2009
"20442",3,2,10,"True Soccer Hero",6,1.5,2009
"20443",1,1,4,"Predicting Outcomes: Gypsy Fortune Teller",4,2,1982
"20444",18,5,24,"Sustentabilidade",5.87778,2.6,2009
"20445",12,1,27,"San Quentin Kings: Folsom Blood",7.55,2,2010
"20446",3,1,3,"The Great New Zealand Road Trip",4,2,2009
"20447",143,15,357,"Rowboat",6.14993,2.1333,2009
"20448",16,3,32,"Bataflash",5.84438,1,2009
"20449",5,1,15,"Slot Dice Game",3.6,1,2007
"20450",11,4,82,"Age of Steam Expansion: 1890 Berlin",6.96364,3.5,2010
"20451",14,2,15,"Ajedrez Maya",6.64286,2.5,2006
"20452",32,3,205,"Blue Moon: Water Spirit",6.79688,2.3333,2004
"20453",41,5,326,"Blue Moon: Earth Spirit",6.54878,2.2,2005
"20454",34,2,203,"Blue Moon: Fire Spirit",6.875,3,2005
"20455",13,2,61,"Blue Moon: Wind Spirit",7.36538,3,2006
"20456",16,2,64,"Blue Moon: Sea Moon",7.14375,3,2006
"20457",18,5,148,"Lilliburlero: The Battle of the Boyne, July 1690",7.18056,3,2013
"20458",4,2,2,"Wanna Hang Out?",5.25,1,2009
"20459",28,6,30,"Field Hospital",7.37857,2,2010
"20460",560,36,1186,"The Logo Board Game",5.2423,1.2222,2008
"20461",23,1,76,"Scattergories To Go",5.9413,1,2007
"20462",317,30,626,"Richard Scarry's Busytown: Eye found it! Game",6.5498,1.2333,2009
"20463",2,1,9,"Black Hole: Escape",6,2,2009
"20464",2,1,2,"Frontier Tycoons",5.5,3,2009
"20465",15,3,13,"Caravan",5.66667,2,2009
"20466",7,1,18,"Seattle (fan expansion for Ticket to Ride)",5.71429,1,2009
"20467",1,1,2,"Operation Game Pen",4,1,2001
"20468",31,5,106,"Bar-Lev: The 1973 Arab-Israeli War",7.27742,3.8,1977
"20469",2,1,4,"Combined Arms 2000",6.5,2,2009
"20470",22,4,42,"Buffalos",7.11364,1.5,2010
"20471",1,1,1,"The Great British Trivia Challenge",4,1,2009
"20472",14,2,23,"Toy Story Ker Plunk!",5.67857,1,2008
"20473",2,2,1,"Backyardigans: Cadê Você?",5.5,1,2008
"20474",4,3,16,"Battleship: Search and Destroy",6.75,1.3333,2009
"20475",2,1,1,"Maj 1926",5.5,2,2012
"20476",15,3,51,"Treasure Trove",6.2,1.6667,2008
"20477",1,1,2,"Heckle & Jeckle's Ski Trail Game",5.5,1,1971
"20478",13,4,51,"Antietam",6.80769,1.75,2010
"20479",10,1,28,"Legions of Steel Advanced Rules",7.35,4,1994
"20480",8,1,27,"Legions of Steel Scenario Pack 1",7.375,3,1993
"20481",5,1,17,"Build a Robot",3.5,1,2008
"20482",7,1,41,"Le Franc Tireur #9: Yugoslavia",7.71429,5,2006
"20483",4,1,8,"Zack zack",5.875,1,2009
"20484",6,1,31,"Le Franc Tireur #6: La Guerre D'Espagne",7.5,5,2001
"20485",7,1,30,"Le Franc Tireur #7: de Barbarossa a Moscou",7.28571,5,2002
"20486",7,1,39,"Le Franc Tireur #8: Normandy June – August 1944",7.28571,5,2004
"20487",34,6,52,"Zug",6.06765,1.8333,2009
"20488",35,7,50,"Niche",6.81143,1.4286,2009
"20489",24,2,74,"Uno Tippo",4.84583,1,2009
"20490",8,1,37,"Uno Flip",5.3125,1,2009
"20491",8,1,42,"Wine Wars",4.625,1,2009
"20492",26,1,29,"1843",7.54423,4,2011
"20493",165,13,274,"SWAT!",5.988,1.1538,1998
"20494",27,6,144,"Random Map Expansion (fan expansion for Small World)",7.15926,2.3333,2009
"20495",5,2,9,"Diamantenraub",4.5,1.5,2009
"20496",20,4,77,"Battlestations Core Rulebook",8.275,3.25,2004
"20497",41,5,45,"Kapitan Bomba",3.57317,1.2,2009
"20498",90,5,261,"Star Wars R2-D2 is in Trouble",4.56944,1,2009
"20499",29,1,95,"Monopoly Get Out of Jail Mini Game",3.58621,1,2009
"20500",3,1,4,"The Penguin Game",6,2,2003
"20501",123,7,535,"Wealth of Nations Super Industry Tiles",7.05386,3.2857,2010
"20502",8,1,44,"Pictureka Kubes",5.4,3,2008
"20503",170,8,942,"Warhammer: Invasion – The Warpstone Chronicles",7.41659,2,2010
"20504",4,1,3,"Rat Race",5.75,2,2002
"20505",13,1,34,"Gogo's Crazy Bones",4.83846,1,2009
"20506",109,8,220,"Wampum",5.80468,2.125,2010
"20507",53,5,86,"Sticht oder Nicht",5.94717,1.6,2010
"20508",2,1,5,"Tower of Babel",5.25,1,2004
"20509",348,25,354,"Schweinebande",6.00661,1.6,2010
"20510",10,3,37,"Nostra City: Goodies Cards",7.35,2.6667,2009
"20511",42,2,119,"Monopoly Free Parking Mini Game",5.13095,1,2009
"20512",1,2,8,"City Lines",5,2.5,2010
"20513",72,16,86,"Splut!",6.84653,2.5,2009
"20514",1,1,1,"Ladinoscop",7,2,2007
"20515",10,1,58,"Hollywood Domino",5.925,2,2008
"20516",2,2,3,"Rainbow++++",7,1.5,2009
"20517",45,14,120,"Desert War: Egypt, 1940",6.6,1.9286,2010
"20518",12,2,22,"Giant Monster Rampage (third edition)",7.58333,2,2009
"20519",100,9,334,"Infinite City: Guild Hall and Salvage Yard",6.8941,2,2009
"20520",42,7,151,"Empires in America Expansion Kit",7.225,1.7143,2009
"20521",572,54,1542,"Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!",6.8668,2.6481,2010
"20522",1,1,4,"Paper Rails USA",6,1,2009
"20523",2,1,7,"Vendemmia!",6.75,3,2007
"20524",13,1,47,"Formule Dé Circuit № 7: BRITISH GRAND PRIX – Silverstone Circuit",7.42308,2,1993
"20525",12,1,36,"Formule Dé Circuit № 11: JAPAN GRAND PRIX – Suzuka Circuit",7.375,2,1995
"20526",9,1,36,"Formule Dé Circuit № 13: SAN MARINO – Autodromo Enzo & Dino Ferrari",7.55556,2,1996
"20527",141,15,596,"Yahtzee Hands Down Card Game",5.33404,1.0667,2009
"20528",9,4,30,"Golden Gate",5.44444,1.25,2010
"20529",6,3,29,"PigzUp!",4.98333,1,2010
"20530",13,1,29,"PeekPoker",4.83846,1,2010
"20531",3,1,4,"Thalatha",5.66667,1,2009
"20532",7,2,29,"Kremlin: Destalinization Expansion",6.85714,1.5,1997
"20533",23,1,50,"Formula D",7.33913,2,1996
"20534",108,2,233,"Formule Dé",7.21204,2.5,1991
"20535",91,5,189,"Hexenflug",5.98242,2.2,2010
"20536",480,36,687,"10 Days in the Americas",6.66996,1.3889,2010
"20537",2,1,5,"Flip-'n-Stack Tiki Island",6.5,1,2006
"20538",2,1,2,"Invasion of the Body Snatchers",7,3,2009
"20539",3,1,5,"König Kasimir und seine Tiere",5.16667,1,2009
"20540",32,1,147,"Cutthroat Caverns: Hex Room Promo Card",7.35,2,2009
"20541",38,6,89,"Sa Battalla",7.77632,3.1667,2010
"20542",22,6,54,"The Game of Great Detectives",6.22727,2.1667,2010
"20543",4,1,5,"Muníci",2.5,1,2009
"20544",39,4,38,"Beyblade",5.54103,1,1999
"20545",7,2,9,"The Gentlemen of the South Sandwiche Islands",7.35714,2.5,2010
"20546",8,2,19,"Beadecked",4.78125,1.5,2009
"20547",13,2,9,"Qube: ympäri maailmaa",4.80769,1,2009
"20548",13,1,23,"Robosoccer",7.34615,2,2010
"20549",202,19,790,"Sorry! Revenge Card Game",5.56757,1.0526,2009
"20550",7,1,35,"SITS Ship Book 3: The Short Victorious War",7.57143,5,2010
"20551",7,3,23,"Titularing",7.42857,2.3333,1990
"20552",25,4,86,"Le Marché de Samarkand",5.3096,2,2010
"20553",2,1,2,"Tracunhaem's Slaughter",5.25,1,2009
"20554",998,73,1565,"Asteroyds",6.42339,2.1781,2010
"20555",3,1,1,"Ajateenija",6.33333,4,2010
"20556",187,12,961,"Warhammer: Invasion – Arcane Fire",7.35187,2.3333,2010
"20557",7,3,9,"Age of Antiquity",7.21429,2.6667,2010
"20558",813,79,1738,"Road Kill Rally",6.47144,2.038,2010
"20559",48,4,386,"Call of Cthulhu: The Card Game – Whispers in the Dark Asylum Pack",7.425,2.75,2010
"20560",1,1,2,"Teddy's Wild Ride",5.5,2,2004
"20561",27,6,190,"Shiloh: Bloody April, 1862",6.18518,3,2010
"20562",21,1,154,"Invasion: Pearl Harbor",6.61905,2,2010
"20563",26804,1672,43308,"Forbidden Island",6.85993,1.7386,2010
"20564",53,1,358,"A Game of Thrones: The Card Game – Beyond the Wall",6.75547,1,2010
"20565",47,1,353,"A Game of Thrones: The Card Game – A Sword in the Darkness",6.86468,2,2010
"20566",324,15,731,"Connect 4 (Revised Edition)",5.07164,1.2,2009
"20567",177,14,369,"Cyrano",6.72373,1.2857,2010
"20568",1355,99,2053,"Tanto Cuore",6.89431,2.1717,2009
"20569",2,1,6,"Pastrengo",7,1,2010
"20570",166,40,363,"Napoleon's War:  The 100 Days",7.31325,2.35,2010
"20571",11,1,92,"World in Flames Millennium Annual",7.90909,3,2001
"20572",45,1,122,"Das Magische Labyrinth Kartenspiel",5.80444,1,2010
"20573",309,46,363,"Flash Duel",6.73725,1.4783,2010
"20574",5,2,6,"Super Rock Paper Scissors",6.22,1,2010
"20575",1,1,2,"Battle of Tsushima Strait (1905)",5.5,2,2006
"20576",2,1,2,"Get off the Beach",3.25,2,2004
"20577",2,1,2,"Kwick Kursk",3.25,2,2005
"20578",2,1,2,"Kursk: Taming the Tigers",3.25,2,2005
"20579",2,1,3,"Tora!  Tora!  Tora!",6,3,2005
"20580",6,1,24,"Bethump'd with Words: Discovery Edition",7.2,1,1998
"20581",6,1,2,"Kokkolan laivanvarustajat",5.33333,2,2009
"20582",7,1,10,"Ide a Szfinxet",3.85714,3,1986
"20583",2,1,8,"Talisman Quests: The Rainforest",4.5,2,2008
"20584",18,2,46,"Make 'n' Break Junior",5.45833,1,2010
"20585",69,5,195,"Community's Compendium I (fan expansion for Small World)",7.20927,2.4,2010
"20586",3,2,2,"Solo Salvo: Battleship for One",4,1,2003
"20587",3196,208,4193,"Nuns on the Run",6.55976,2.0577,2010
"20588",245,20,491,"Ablaze!",6.08078,2,2010
"20589",1,1,2,"Devils Don't Surrender",5.5,2,2004
"20590",157,13,395,"Chaos",5.98159,2.0769,2010
"20591",1,1,4,"Make 'em Eat Snakes",5.5,2,2004
"20592",1,1,3,"Counting Coup on Custer",6,2,2003
"20593",1,1,2,"Battle of Isandlwana (1879 AD)",5.5,2,2003
"20594",1,1,2,"Washing of the Spears",5.5,2,2007
"20595",4541,320,5962,"Defenders of the Realm",7.39129,2.7156,2010
"20596",593,73,1749,"The Ares Project",6.81412,3.2877,2011
"20597",8,1,20,"Surprises",6.375,1,2009
"20598",76,5,160,"Sounds Like a Plan",6.03618,1,2010
"20599",201,14,276,"Sumo Ham Slam",5.68004,1.2143,2010
"20600",52,2,106,"Order's Up!",5.46731,1,2010
"20601",68,7,121,"Take the Cake",5.47426,1,2010
"20602",608,89,1427,"Hornet Leader: Carrier Air Operations",7.95586,2.8427,2010
"20603",79,10,104,"Flicochet",6.99367,1,2010
"20604",15,4,48,"Battles of 1866: Frontier Battles",5.95,3,2012
"20605",426,40,587,"Jäger und Sammler",6.71702,1.975,2010
"20606",41,5,85,"Hide and Eeek!",6.1,1.4,2010
"20607",3,1,3,"K'Dak's Tower of Confusion and Camel Wash",6.33333,2,2004
"20608",101,8,188,"Hamunaptra: Aventures dans la Grande Pyramide",5.59396,2.375,2010
"20609",188,17,344,"Regatta",6.09202,1.3529,2010
"20610",4,1,6,"Tantony",6.95,2,1977
"20611",130,8,201,"Bumbesi",5.91254,1.125,2010
"20612",69,5,78,"Dragon's Ordeal",5.85652,2.4,2009
"20613",9,1,14,"Mouse-Party",5.33333,1,2010
"20614",11,2,38,"Turi-Tour",6.59091,1.5,2010
"20615",3,1,3,"Sudoku: Tactics",6.6,1,2008
"20616",2280,179,4984,"Cthulhu Dice",5.22987,1.1285,2010
"20617",9,1,0,"The BGG Admin Game: The Octavian Edition",8.11111,5,2009
"20618",4,2,6,"Landlocked: Hither and Yon",5.25,1,2003
"20619",1,1,2,"Battle of Waterloo: Hougoumont (1815 AD)",5.5,2,2006
"20620",1,1,2,"Why, These are Regulars!",5.5,2,2006
"20621",1,1,2,"Battle of Lake Erie, September 1813",5.5,2,2008
"20622",3,2,5,"Picturesque Word Games",7,1,2007
"20623",1,1,2,"Ram Anything Painted Gray",5.5,2,2009
"20624",1,1,2,"By Jove That Will Do! The Battle of Salamanca (1812 AD)",5.5,2,2009
"20625",1111,77,2313,"Masques",6.58186,2.026,2010
"20626",4,1,16,"Jungle Zombie",5.5,2,2010
"20627",3,1,2,"Flocks (rebaños)",6,2,2009
