"","stats.usersrated","stats.numweights","stats.owned","details.name","stats.average","stats.averageweight","details.yearpublished"
"34285",22,4,58,"Get Adler! Deduction Card Game",7.36364,1.5,2016
"34286",23,1,462,"Die Glasstraße: Harlekin",7,3,2015
"34287",6,1,8,"Draftica",7.16667,2,2015
"34288",501,13,875,"Zany Penguins",6.78864,1.5385,2016
"34289",34,1,115,"Karuba extension: bonus tiles",7.41912,2,2015
"34290",4,1,5,"Dragon Dash",6.525,1,2015
"34291",47,1,513,"Kemet: Skills and Black Power Tile For Ta-Seti",7.4383,3,2015
"34292",56,1,540,"Kemet: New Power Tiles",7.58214,3,2015
"34293",44,5,32,"Psychomachia",7.98409,2,2015
"34294",4,2,7,"History of Civilizations",7.25,3.5,2015
"34295",8,1,137,"The Big Book of Madness: 2016 Greeting Card — Evil Santa",5.875,2,2015
"34296",54,1,732,"The North Sea Runesaga",7.45,1,2016
"34297",16,1,30,"I Love Portugal",7.071,2,2016
"34298",210,2,1379,"Dice City: All That Glitters",7.24953,2,2016
"34299",4,1,7,"Frozen: Auf zum Eispalast!",5.525,1,2014
"34300",41,1,49,"BetaBotz",8.04878,2,2017
"34301",103,7,843,"Leaving Earth: Outer Planets",8.52233,3.8571,2016
"34302",7,1,33,"Star Trek Road Trip",5.57143,2,2015
"34303",2,1,9,"Word Speed",5,1,2014
"34304",537,8,1248,"My First Stone Age",6.83117,1.125,2016
"34305",1,1,1,"Colonisation",8,2,2015
"34306",10,1,67,"Invasion 1066: Stamford Bridge",7.55,3,2016
"34307",180,12,299,"West of Africa",6.495,2.6667,2016
"34308",55,1,75,"Carrotia",6.05455,2,2016
"34309",64,2,75,"The Cohort",6.92453,2,2016
"34310",2,1,2,"Conquest and Carnage",5.5,3,2016
"34311",96,5,257,"Smugglers",5.57684,1.2,2016
"34312",76,4,163,"Outlive",8.27724,3,2017
"34313",134,1,157,"Kerala",6.68694,2,2016
"34314",194,12,383,"Halt mal kurz: Das Känguru-Spiel",5.94175,1.0833,2016
"34315",76,1,91,"Zock 'n' Roll",6.28289,1,2016
"34316",83,5,102,"Dream Islands",6.47711,2,2016
"34317",123,5,172,"Skull King: Das Würfelspiel",6.3374,1.2,2016
"34318",89,2,187,"Vampire Queen",6.36146,1.5,2016
"34319",7,1,15,"Stadt Land Fluss Extreme",6.94286,1,2016
"34320",28,2,42,"Gierki Małżeńskie",5.76786,2,2015
"34321",35,1,59,"Schnapp den Sack",5.85429,1,2016
"34322",2,1,5,"Dark Ring: Hong Kong",6.75,1,2016
"34323",65,1,85,"Sugi",6.12231,1,2016
"34324",2,1,4,"Rebonds",6,1,2015
"34325",5,1,15,"Cafundó",7.38,1,2015
"34326",2,1,4,"The Way to Heaven",7,3,2015
"34327",26,3,85,"Space Race: The Card Game",7.06923,3,2017
"34328",1173,40,2343,"Aeon's End",8.19342,2.825,2016
"34329",88,3,327,"Retreat to Darkmoor",6.7679,1.6667,2016
"34330",106,3,512,"DC Comics Deck-Building Game: Crisis Expansion Pack 3",7.68623,2.3333,2016
"34331",8,1,16,"Elements",5.5,1,2013
"34332",26,4,105,"Siege of Sunfall",7.58077,2,2016
"34333",20,1,25,"BauBoom",6.154,1,2016
"34334",7,1,27,"Wrath of Kings: Honor and Treachery – The Battle of Ravenwood",7.17143,3,2016
"34335",17,2,68,"Sherlock Holmes Consulente Investigativo: Il Mistero dell’Impiccato",7.47059,3,2012
"34336",1674,48,2283,"Via Nebula",7.2602,2.25,2016
"34337",3,1,6,"The Spooks Journey Game",5.66667,2,2016
"34338",89,10,255,"Less: Like Chess but Less!",7.06348,1.1,2015
"34339",21,1,43,"Brain Freeze",7.46667,1,2016
"34340",6,2,14,"RiddleCraft",7.45,1.5,2014
"34341",7,1,23,"RUMBLESLAM",8.68571,2,2016
"34342",1132,34,2079,"Archaeology: The New Expedition",7.31131,1.3235,2016
"34343",212,4,623,"The Walking Dead: All Out War",8.17104,2.75,2016
"34344",101,2,738,"Loony Quest: The Lost City",7.26832,1,2016
"34345",12,1,28,"Star Wars: Star Destroyer Strike",5.00417,1,2015
"34346",19,3,22,"One Page 40k",8.18421,1.6667,2014
"34347",20,4,72,"Absolute Victory: World Conflict 1939-1945",8.45,3.75,2017
"34348",163,3,540,"Twilight Squabble",5.88896,1,2016
"34349",43,4,90,"Telepathy: Magic Minds",7.20116,1.25,2016
"34350",79,2,196,"Star Trek: The Dice Game",7.71709,2,2016
"34351",19,1,116,"Town of Salem: The Card Game",7.10526,1,2017
"34352",162,8,263,"North American Railways",6.85693,2.5,2016
"34353",44,2,48,"Speed Dice",5.70455,1,2014
"34354",48,2,149,"Wizard: Jubiläumsedition",7.4919,2,2016
"34355",13,1,27,"Kuhno",6.26923,1,2016
"34356",6,1,3,"Sabotile: Isles of Hexoté",7.66667,2,2016
"34357",322,6,480,"Leo",6.90177,1.3333,2016
"34358",310,8,1427,"Cacao: Chocolatl",7.58565,2.25,2016
"34359",232,8,412,"Micro Robots",6.37106,2,2016
"34360",1,1,7,"Beep Boop",8,1,2016
"34361",4,2,6,"Crying With A Sad Clown",5.25,1,2016
"34362",948,14,1367,"Animals on Board",6.8642,1.4286,2016
"34363",143,1,493,"Teenage Mutant Ninja Turtles Dice Masters",7.44927,2,2016
"34364",416,7,1224,"Dale of Merchants 2",7.59936,2.1429,2016
"34365",17,2,37,"Ophidian 2360: Survival of the Fittest – The Art of War vs. Otherworld Allies",8.02941,2,2016
"34366",185,3,457,"Bear Valley",5.65614,2.3333,2016
"34367",4,1,25,"Poseidon's Warriors: Classical Naval Warfare 480-31 BC",6.25,1,2016
"34368",28,1,41,"Dr. Gomb",5.48929,2,2016
"34369",10,1,3,"Tales from the Taverns: Legends of Goblins Past",7.4,1,2016
"34370",74,2,399,"Spaceteam: NSFS Expansion",6.83243,1,2016
"34371",3,1,13,"The Working Dead",5.33333,1,2016
"34372",30,2,127,"Lil' Cthulhu",6.21667,1.5,2016
"34373",6,4,10,"Manresa 1724: Reconstruïm la ciutat cremada",7.08333,2.25,2015
"34374",28,1,287,"Brettspiel Easter Basket 2016",5.53284,3,2016
"34375",74,5,214,"Empires in America (second edition)",7.74459,3,2016
"34376",2,1,17,"Battle For Arnhem",7.5,2,2016
"34377",3712,84,5635,"Imhotep",7.32797,2.0595,2016
"34378",193,5,1564,"Colt Express: Marshal & Prisoners",7.89321,2.2,2016
"34379",921,28,1484,"Ulm",7.26436,2.5714,2016
"34380",181,4,354,"Touria",6.57358,1.75,2016
"34381",21,1,54,"Rival Kings",6.47619,2,2016
"34382",688,9,1207,"Imagine",7.10356,1.1111,2015
"34383",33,1,63,"Toddles-Bobbles",6.70606,1,2010
"34384",9,1,2,"Roller Derby Final Jams",7.19444,2,2016
"34385",47,1,65,"Clonk!",6.78723,2,2016
"34386",20,1,14,"Family Flutter-By",5.78,1,2016
"34387",70,3,107,"5 Seconds",5.68429,1.3333,2016
"34388",11,1,34,"Cubeo",7.17273,1,2016
"34389",44,2,105,"El Bandido",6.37955,1,2016
"34390",125,3,356,"Exposed",6.6736,1.6667,2016
"34391",65,1,453,"Spyfall: Gaming Convention promo cards",7.22231,1,2016
"34392",13,2,28,"Paris 1800",7.57692,2.5,2016
"34393",168,2,997,"Tesla vs. Edison: Powering Up!",7.93952,3.5,2016
"34394",7,2,35,"Houdini's Poutini",6.35714,1,2016
"34395",397,8,1027,"Thunder & Lightning",7.40149,1.75,2016
"34396",521,15,554,"Dynasties: Heirate & Herrsche",7.22202,3,2016
"34397",2368,57,5409,"The Castles of Burgundy: The Card Game",7.27642,2.4912,2016
"34398",514,11,1012,"Knit Wit",6.37609,1.8182,2016
"34399",1,1,11,"Global Collapse",4.5,3,2016
"34400",170,10,230,"Rhodes",6.8427,2.6,2016
"34401",53,3,85,"Martial Art",7.80377,2,2016
"34402",93,1,370,"Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart",7.37269,1,2016
"34403",4,1,9,"Cap de Colla",6.25,1,2015
"34404",19,2,38,"Castlecards",6.71053,1,2016
"34405",7,1,21,"Trivial Pursuit: The Big Bang Theory Edition",6.28571,2,2014
"34406",7,1,26,"Escola de Dragões: Intercâmbio no Oriente",5.21429,1,2016
"34407",10,2,33,"A Wanderer in the Forest of Wyr",6,1.5,2016
"34408",3,1,13,"Story Time Dice: Scary Tales",5.83333,2,2015
"34409",14,2,16,"Fano330-R-Morris",7.60714,2,2016
"34410",743,20,1647,"Odin's Ravens (second edition)",7.11055,1.35,2016
"34411",3,1,40,"Kaosball: Ringer – Nibbles and Dis Assemble",7.16667,2,2016
"34412",49,2,882,"Cthulhu Wars: Great Old One Pack One",7.92857,2,2015
"34413",53,2,152,"Cthulhu: A Deck Building Game",6.33962,2.5,2016
"34414",284,9,560,"Meeple War",6.92278,2.8889,2016
"34415",50,3,865,"Cthulhu Wars: Great Old One Pack Two",7.94,2,2015
"34416",42,3,279,"Ninja Camp: Badges and Activities",7.19048,1.6667,2016
"34417",362,32,840,"Too Many Bones",8.96254,3.9062,2017
"34418",7,2,11,"One Page Kill Team",7.57143,1.5,2014
"34419",8,1,10,"One Page Skirmish",8.25,1,2014
"34420",2585,43,5461,"Pandemic: Reign of Cthulhu",7.58982,2.1395,2016
"34421",135,2,263,"Matryoshka",6.94196,2,2016
"34422",3,1,8,"O Gangster de Retrocity",6,2,2016
"34423",16,1,20,"Millions: The Last Soldier",6.38456,1,2015
"34424",25,3,62,"Ultimate Showdown",6.76,1,2016
"34425",15,2,50,"Karibou Camp",6.06667,1,2016
"34426",11,1,26,"Budō",7.72727,3,2016
"34427",271,15,745,"Control",7.11365,1.6,2016
"34428",12,1,26,"Hashtag Me!",7.41667,1,2016
"34429",16,2,22,"Cool am Pool",6.075,1.5,2016
"34430",61,3,196,"Bethel Woods",7.40525,2.3333,2016
"34431",36,1,59,"Olympians War",6.08611,1,2016
"34432",17,3,34,"Sipario!",7.05882,2,2015
"34433",109,4,168,"SOL",6.52661,2,2016
"34434",15,3,50,"Kido Butai: Japan's Carriers at Midway",7.26667,1.3333,2016
"34435",3711,54,8368,"Sushi Go Party!",7.73132,1.2778,2016
"34436",14,2,19,"The Pirate Republic",8.46429,3,2017
"34437",285,4,484,"America",6.98093,1.25,2016
"34438",43,2,104,"Mr. Cabbagehead's Garden",7.62209,1.5,2016
"34439",4,1,25,"Widower's Wood: An Iron Kingdoms Adventure Board Game",7.75,3,2016
"34440",256,7,764,"Vikings on Board",6.20813,2.4286,2016
"34441",182,5,194,"Bubblee Pop",6.87665,1.4,2016
"34442",10,1,27,"Keskifé?",6.05,1,2016
"34443",56,1,78,"Edenia",6.55911,2,2016
"34444",116,5,384,"Risky Adventure",6.10733,2,2016
"34445",281,11,762,"World Monuments",6.45464,1.3636,2016
"34446",47,1,159,"Super-Vampire",6.01936,1,2016
"34447",39,1,183,"Spooky Castle",5.77179,1,2016
"34448",3,1,3,"Firestorm Taskforce Starter Set – Sorylian Collective vs. The Relthoza",5.83333,3,2016
"34449",3,1,7,"Firestorm Taskforce Starter Set – Terran Alliance vs. Dindrenzi Federation",6.33333,3,2016
"34450",7,1,196,"Small City: Player boards Expansion #2 – The Rivers",8.14286,5,2016
"34451",5,1,193,"Small City: Player boards Expansion #3 – The Forests",8.2,5,2016
"34452",137,8,374,"Dungeon Time",7.36701,1.875,2017
"34453",37,2,62,"Clown Standoff",5.02973,1,2016
"34454",69,1,186,"First Martians: Adventures on the Red Planet",7.86832,4,2017
"34455",2532,74,4804,"Cry Havoc",7.6577,3.2432,2016
"34456",1705,54,3094,"51st State: Master Set",7.92051,2.963,2016
"34457",16,1,24,"Brynk",6.53125,1,2016
"34458",127,6,412,"The Goonies: Adventure Card Game",6.78093,1.6667,2016
"34459",10,1,210,"Small City: The Big Tiles Expansion #1",7.94,4,2016
"34460",6,1,66,"Scoundrel Society: Historical Loot",7.5,2,2015
"34461",233,5,449,"Go Cuckoo!",7.04245,1,2016
"34462",2,1,5,"Salvo! River Plate",6.05,1,2015
"34463",88,6,317,"Emergence: A Game of Teamwork and Deception",6.8875,2,2016
"34464",44,2,94,"Life Is Life",5.63636,1.5,2016
"34465",537,10,1085,"Multiuniversum",7.01339,2,2016
"34466",104,1,266,"Nightmarium",7.19952,1,2014
"34467",803,9,3784,"Mysterium: Hidden Signs",7.92502,1.6667,2016
"34468",1,1,22,"Fleet Commander: Genesis",10,4,2016
"34469",92,5,237,"Flag Dash",6.8288,2.4,2016
"34470",386,27,1382,"Martians: A Story of Civilization",6.63034,3.7778,2016
"34471",13,1,71,"Orphans & Ashes",7.09231,3,2016
"34472",137,4,229,"Final Touch",6.42029,1.25,2016
"34473",9,3,6,"Forlorn",7.88889,2.6667,2016
"34474",19,1,79,"Ninja: Silent But Deadly",7.26316,1,2016
"34475",23,2,91,"Pickpockets",5.6087,1,2016
"34476",280,8,625,"Broom Service: The Card Game",6.15707,1.25,2016
"34477",52,3,72,"Gauner raus!",6.54231,3.3333,2016
"34478",55,2,134,"Junta: Las Cartas",6.66956,2.5,2016
"34479",319,10,1757,"Istanbul: Letters & Seals",8.02241,3.1,2016
"34480",304,21,1005,"Days of Ire: Budapest 1956",7.69997,2.8095,2016
"34481",28,1,53,"Lobo: 10° Aniversário",6.61786,3,2015
"34482",29,3,608,"GYM",7.34828,3.6667,2016
"34483",45,2,599,"RUM",6.80889,2,2016
"34484",32,2,602,"SOW",6.2375,3,2016
"34485",57,3,608,"ORC",6.98921,2.3333,2016
"34486",351,11,654,"Fight for Olympus",6.98632,1.9091,2016
"34487",1201,94,2649,"The Colonists",7.99691,4.0532,2016
"34488",1032,23,1895,"Oceanos",7.0859,1.913,2016
"34489",10,2,12,"Kingrunner",7.1,1.5,2015
"34490",5,1,4,"Daimyo's Fall",7.8,3,2017
"34491",35,3,201,"The Cards of Cthulhu: Beyond the Veil",7.42857,2.3333,2016
"34492",35,3,46,"Destroy BCN!",5.75714,1.6667,2016
"34493",72,8,274,"Heir to the Pharaoh",7.33194,2.875,2016
"34494",16,4,192,"Shadow Agents",6.09375,1.25,2016
"34495",3,1,6,"Barn Raiser",5.66667,1,2016
"34496",39,1,133,"StoryLine: Fairy Tales",6.55769,1,2016
"34497",23,3,234,"Sentinels of the Multiverse: OblivAeon",8.21739,3.3333,2017
"34498",337,6,991,"The Last Friday",6.63979,2.1667,2016
"34499",15,1,62,"Sub Rosa: Spies for Hire",6.1,1,2016
"34500",777,13,1270,"Colony",6.73866,2.3846,2016
"34501",339,9,746,"Coal Baron: The Great Card Game",7.29067,2.6667,2016
"34502",293,3,782,"Camel Up Cards",6.88805,1.3333,2016
"34503",611,9,2213,"Dominion: Empires",8.63496,2.7778,2016
"34504",5,1,18,"Swamp Devils From Blood Bayou!",7.5,2,2016
"34505",4,2,16,"Eyetoons",5.625,1.5,2015
"34506",3,1,4,"Rinkside Hockey",7.33333,4,2013
"34507",140,4,219,"Revenge of the Dictators",6.12579,2.25,2016
"34508",8,1,13,"Melting Chess",7.25,3,2016
"34509",16,1,47,"Killer Snails: Assassins of the Sea",7.14687,1,2016
"34510",49,3,124,"Tiffin",5.9949,2,2016
"34511",2107,37,6479,"Dead of Winter: The Long Night",8.13169,3.4865,2016
"34512",10,1,165,"WO Bonus Pack #7: ASL Scenario Bonus Pack for Winter Offensive 2016",7.7,5,2016
"34513",21,1,238,"ASL Journal #11",7.78571,5,2016
"34514",973,12,1642,"Junk Art",7.60874,1.25,2016
"34515",81,5,133,"Kribbeln",6.51852,1,2016
"34516",2,1,3,"Hallux Rigidus",5.5,2,2016
"34517",24,3,39,"Ameritocracy",7.5875,3.3333,2016
"34518",16,3,84,"Utopia Engine: Beast Hunter",6.96875,2,2013
"34519",71,4,93,"Legends",6.39679,2,2016
"34520",13,2,22,"Stir Fry Eighteen",7.30769,1,2015
"34521",6,2,7,"Shipload o' Gold",4.5,2.5,2015
"34522",67,2,328,"Quartermaster General: Alternate Histories",8.08881,2,2016
"34523",86,3,859,"The Gallerist: KS Stretch Goal Pack #2",7.72442,3.6667,2015
"34524",77,1,90,"Macroscope",6.12078,1,2016
"34525",2,1,31,"Kaosball: Ringer – Gnome Mercy and Footie",7.25,2,2016
"34526",1,1,30,"Kaosball: Ringer – Apocalypse and Hoots Mon",7.5,2,2016
"34527",6,1,21,"Take a Penny",5.33333,1,2016
"34528",131,6,515,"Watchmen of Destiny",6.60794,1.6667,2016
"34529",332,4,599,"Dice Stars",6.8241,1.5,2016
"34530",348,7,549,"Chariot Race",6.07994,1.5714,2016
"34531",97,3,187,"Millions of Dollars",6.96072,2,2016
"34532",44,1,412,"Cyclades: Monuments",7.65909,2,2016
"34533",75,1,602,"Descent: Journeys in the Dark (Second Edition) – Shards of Everdark",8.01733,3,2016
"34534",3,2,5,"Out of ConTXT",6.33333,1,2016
"34535",55,5,376,"Tunisia II",8.51818,4.4,2016
"34536",9,3,13,"Get Off My Land!",8.16667,3,2017
"34537",10,2,25,"Nightmare Castle",7.72,1,2015
"34538",115,1,496,"Port Royal Unterwegs!",6.48635,1,2016
"34539",38,1,114,"Yomi Starter Set: Grave versus Jaina",7.19211,2,2016
"34540",1,1,2,"Yomi Starter-Set 2",7,2,2017
"34541",26,1,84,"Drunk Stoned or Stupid: A Party Game",4.66154,1,2015
"34542",7,1,16,"Sub Shop",6.42857,2,2014
"34543",226,7,899,"Spyfall 2",7.50009,1.2857,2017
"34544",5,1,4,"The Colony 2174",8.2,3,2016
"34545",224,1,1594,"King of New York: Power Up!",8.04402,2,2016
"34546",192,10,193,"Master of Orion: The Board Game",6.97198,2.7,2016
"34547",71,3,107,"The Golden Sails",7.0493,2,2016
"34548",1,1,1,"Sad Panda",8,1,2016
"34549",1,1,8,"Iron & Brass",7,2,2016
"34550",3,1,2,"Above Snakes",6.33333,1,2015
"34551",40,1,214,"Race! Formula 90: Expansion #2 – Barcelona and Silverstone",8.7875,4,2016
"34552",66,5,135,"Captains of the Golden Age",7.35303,2.4,2016
"34553",9,2,18,"Jobstacles",6.86111,1,2016
"34554",5,2,8,"Franchise King",7,1,2016
"34555",176,6,517,"Dwar7s Fall",7.20937,2.3333,2016
"34556",166,5,466,"Dastardly Dirigibles",6.58404,1.6,2016
"34557",192,6,527,"Neolithic",7.4926,2,2016
"34558",149,1,1013,"Flip City: Reuse",6.73685,2,2016
"34559",27,3,37,"Statecraft: the Political Card Game",7.59259,2,2016
"34560",14,2,3,"Kingdom Defenders",8.19286,3,2016
"34561",442,5,1948,"Legendary: Civil War",8.3241,2.4,2016
"34562",462,3,2398,"T.I.M.E Stories: Expedition: Endurance",7.52415,2,2017
"34563",27,1,200,"Munchkin 6.5: Terrible Tombs",7.30556,2,2016
"34564",9,1,39,"Welcome to the Dungeon: Toad Promo",6.76667,2,2015
"34565",3,1,5,"Blaze and the Monster Machines Axle City Adventure Game",3.33333,1,2015
"34566",50,9,81,"Mutant Crops",7.646,2,2016
"34567",723,15,1301,"Android: Mainframe",6.88611,2.1333,2016
"34568",1571,38,2501,"The Oracle of Delphi",7.47642,3,2016
"34569",558,16,1377,"Escape the Room: Mystery at the Stargazer's Manor",6.72471,1.6875,2016
"34570",9,1,7,"Star Traders",4.55556,2,2016
"34571",3,1,9,"The Last Garden",8.66667,3,2017
"34572",30,1,162,"The Castles of Burgundy: 7th Expansion – German Board Game Championship Board 2016",7.71967,3,2016
"34573",308,3,1563,"BANG! The Dice Game – Old Saloon",7.75341,2,2016
"34574",1026,11,2716,"Joking Hazard",6.71153,1.0909,2016
"34575",45,4,181,"J'Accuse!",5.9978,1.25,2016
"34576",301,9,356,"Bohemian Villages",6.3402,1.8889,2016
"34577",139,5,464,"The Red Dragon Inn: Battle for Greyport",7.3554,3,2016
"34578",14,1,111,"Once Upon a Time: Animal Tales",7.32143,1,2016
"34579",138,6,381,"Agamemnon",7.15099,2.1667,2016
"34580",69,2,147,"Let Them Eat Cake",6.21638,2.5,2016
"34581",23,1,104,"Rogue Stars: Skirmish Wargaming in a Science Fiction Underworld",7.45652,3,2016
"34582",14,1,39,"Horizon Wars: Science-Fiction Combined-Arms Wargaming",8.17857,2,2016
"34583",13,1,34,"Blood & Plunder",8.76923,3,2016
"34584",708,10,1743,"Star Trek Panic",7.35424,2.1,2016
"34585",4782,197,6415,"Great Western Trail",8.26775,3.7462,2016
"34586",482,9,1126,"Jórvík",6.92801,2.7778,2016
"34587",18,1,160,"Posthuman: BGG Promo",6.77778,3,2016
"34588",3,1,4,"Curling Dice Game",7,1,2016
"34589",22,3,81,"Arcole 1796",7.47727,2.6667,2016
"34590",1,1,4,"Get Adler: Whispers",8,1,2016
"34591",50,2,58,"Basketball Age",7.824,3,2016
"34592",402,2,2516,"Viticulture: Moor Visitors Expansion",8.02398,3,2016
"34593",8,1,18,"Colorfox",7.225,1,2016
"34594",621,12,1213,"The Dragon & Flagon",6.68333,2.3333,2016
"34595",13,2,68,"Gnomi",6.84615,1,2016
"34596",2,1,2,"Chefs: the card game",5,1,2016
"34597",55,2,72,"1822: The Railways of Great Britain",8.36365,4,2016
"34598",52,1,293,"Munchkin Marvel 2: Mystic Mayhem",7.77783,2,2016
"34599",31,1,232,"Munchkin Marvel 3: Cosmic Chaos",7.4983,2,2016
"34600",33,1,53,"End of the Line",7.35455,2,2016
"34601",307,21,846,"Vanuatu (second edition)",7.6716,3.4286,2016
"34602",3,1,2,"Quantum Link",6.33333,2,2016
"34603",5,1,13,"Victory At Sea Redux",7.4,4,2016
"34604",762,24,2045,"Star Trek: Ascendancy",7.81884,2.9167,2016
"34605",119,7,714,"Mistfall: Heart of the Mists",7.86958,3.8571,2016
"34606",6,2,34,"Poison Bottles",6.33333,1.5,2016
"34607",4,1,7,"Chickamauga: Bloody September, 1863",6.75,2,2016
"34608",6,1,5,"Downfall",6.66667,4,2017
"34609",105,2,857,"The Networks: On the Air",7.44524,2,2016
"34610",38,2,35,"Guilds",7.45395,2.5,2017
"34611",55,1,288,"Carcassonne: Star Wars – Erweiterung 1",7.14,2,2016
"34612",11,1,35,"Dragon Rapid Fire",5.70909,1,2016
"34613",2,1,1,"The Race",5,1,2016
"34614",21,2,33,"Star Wars: Rule the Galaxy",5.4619,1,2015
"34615",19,1,80,"ROX",5.77842,1,2014
"34616",103,4,471,"Deathwatch: Overkill",7.26408,2.75,2016
"34617",29,2,73,"Fast Flip",6.52759,1,2016
"34618",12,1,23,"Verti-Go",7.02083,1,2015
"34619",331,9,396,"Costa Rica",6.29732,1.4444,2016
"34620",29,2,43,"DeathBot Derby",8.3669,2,2017
"34621",3,1,8,"Silly Street",6,1,2016
"34622",3,1,3,"Master of Spies",6.83333,2,2016
"34623",22,2,243,"1944: Race to the Rhine – Red Ball Express",7.09091,3,2016
"34624",1,1,1,"Glass Face",8,1,2016
"34625",81,4,79,"Pędzące Ślimaki",6.67654,1,2016
"34626",200,8,596,"Kharnage",6.67562,1.625,2016
"34627",40,5,185,"Rick and Morty: Mr. Meeseeks' Box o' Fun Dice and Dares Game",5.71025,1.4,2016
"34628",54,3,230,"Mad Science Foundation",6.85185,2,2016
"34629",170,6,455,"Attack on Titan: Deck-Building Game",7.19782,2.1667,2016
"34630",23,1,94,"Poker Assault",6.66522,3,2016
"34631",259,6,867,"Rick and Morty: Total Rickall Card Game",6.681,1.6667,2016
"34632",94,2,268,"Cartoon Network Crossover Crisis Deck-Building Game",7.00266,1.5,2016
"34633",19,1,100,"Adventure Time Card Wars: Fionna vs Cake",7.39474,2,2016
"34634",9,1,121,"Catacombs & Castles",7.34444,2,2017
"34635",3,1,2,"V.I.P.E.R. Ops",6,3,2016
"34636",69,1,735,"Roll for the Galaxy: Bountiful Gaming Grid Promo Tile",7.20841,2,2016
"34637",1,1,1,"Emblems",8,2,2017
"34638",40,3,145,"Expedition: The Roleplaying Card Game",6.968,1.3333,2016
"34639",35,4,89,"Riftwalker: A Storm Hollow Card Game",7.35143,2.75,2016
"34640",33,1,23,"Zipang Portable",7.91818,1,2016
"34641",45,1,92,"DREIst!",6.25778,1,2016
"34642",34,4,64,"Blacksmith Brothers",7.43529,2.25,2016
"34643",46,7,168,"Moscow '41",8.33261,2.5714,2016
"34644",41,4,53,"Kacper Ryx i Król Żebraków",7.17073,2.75,2016
"34645",8,1,38,"El Alamein: Rommel at Alam El Halfa",5.25,1,2016
"34646",10,1,85,"ManaSurge: Elementals",6.45,3,2016
"34647",19,1,177,"Munchkin Knights",7.73684,2,2016
"34648",18,1,65,"Risk: Captain America – Civil War Edition",5.59444,2,2016
"34649",324,8,627,"HMS Dolores",6.46296,1.375,2016
"34650",79,1,666,"Epic Card Game: Tyrants – Draka's Rage",7.52911,2,2016
"34651",35,4,69,"Dairyman",6.42571,1.25,2016
"34652",721,6,3662,"The Grizzled: At Your Orders!",7.83969,2,2016
"34653",12,1,10,"Statecraft: the Political Card Game – National Politics Expansion (UK & USA)",8.08333,1,2016
"34654",22,1,10,"Dice Forge",7.31409,2,2017
"34655",2899,45,4711,"Mystic Vale",7.34067,2.2889,2016
"34656",935,11,1821,"Happy Salmon",6.95952,1,2016
"34657",2,1,3,"The Barn: The Board Game",5.5,2,2016
"34658",62,1,281,"Under My Bed",6.22177,1,2016
"34659",9,1,71,"Council of Blackthorn: Council Member Expansion Pack",7.33333,2,2016
"34660",4444,105,7934,"Santorini",8.08233,1.8,2016
"34661",13,1,25,"Dueling Samurai",7.66154,4,2015
